epoch,step,train_loss,val_loss
459,1379999,,0.2946915328502655
459,1379999,0.2922496795654297,
460,1382999,,0.2946014106273651
460,1382999,0.2922307848930359,
461,1385999,,0.29465460777282715
461,1385999,0.2922183573246002,
462,1388999,,0.29464399814605713
462,1388999,0.2921847999095917,
463,1391999,,0.29463526606559753
463,1391999,0.2921633720397949,
464,1394999,,0.2947445809841156
464,1394999,0.2921508848667145,
465,1397999,,0.2944859266281128
465,1397999,0.29214876890182495,
466,1400999,,0.2946836054325104
466,1400999,0.29212015867233276,
467,1403999,,0.29458367824554443
467,1403999,0.2921132445335388,
468,1406999,,0.29473036527633667
468,1406999,0.29210102558135986,
469,1409999,,0.29458922147750854
469,1409999,0.29207757115364075,
470,1412999,,0.29453644156455994
470,1412999,0.2920587360858917,
471,1415999,,0.2946838140487671
471,1415999,0.29205453395843506,
472,1418999,,0.29456689953804016
472,1418999,0.2920507490634918,
473,1421999,,0.29449018836021423
473,1421999,0.29202887415885925,
474,1424999,,0.2944604754447937
474,1424999,0.29202887415885925,
475,1427999,,0.29467809200286865
475,1427999,0.29201605916023254,
476,1430999,,0.29446572065353394
476,1430999,0.29200229048728943,
477,1433999,,0.2945075035095215
477,1433999,0.29199543595314026,
478,1436999,,0.2944881021976471
478,1436999,0.29197973012924194,
479,1439999,,0.2943488359451294
479,1439999,0.2919703722000122,
480,1442999,,0.2944967746734619
480,1442999,0.2919655740261078,
481,1445999,,0.2943822145462036
481,1445999,0.29195407032966614,
482,1448999,,0.29444703459739685
482,1448999,0.29195037484169006,
483,1451999,,0.294386625289917
483,1451999,0.2919452488422394,
484,1454999,,0.2943735122680664
484,1454999,0.29193273186683655,
485,1457999,,0.2943531572818756
485,1457999,0.29192349314689636,
486,1460999,,0.2944083511829376
486,1460999,0.2919250726699829,
487,1463999,,0.294376939535141
487,1463999,0.29191848635673523,
488,1466999,,0.2943764626979828
488,1466999,0.29190582036972046,
489,1469999,,0.29440754652023315
489,1469999,0.2918999493122101,
490,1472999,,0.29439201951026917
490,1472999,0.29190269112586975,
491,1475999,,0.29438531398773193
491,1475999,0.2918972373008728,
492,1478999,,0.2943776249885559
492,1478999,0.2918969392776489,
493,1481999,,0.2943652868270874
493,1481999,0.2918991446495056,
494,1484999,,0.2943945825099945
494,1484999,0.291888564825058,
495,1487999,,0.29437941312789917
495,1487999,0.29187750816345215,
496,1490999,,0.2943839728832245
496,1490999,0.2918853461742401,
497,1493999,,0.2943848967552185
497,1493999,0.2918842136859894,
498,1496999,,0.29438644647598267
498,1496999,0.2918790280818939,
499,1499999,,0.29438647627830505
499,1499999,0.29187560081481934,
